[Running] cd "d:\Git\NS\" && g++ NS.cpp -o NS && "d:\Git\NS\"NS
j=1,i=0,output=0,N_S=0,N_v=0,S_v=0,%=0,
j=4,i=52,output=1,N_S=198,N_v=250,S_v=52,%=0,

j=4,i=51,output=1,N_S=199,N_v=250,S_v=51,%=0,

j=4,i=50,output=1,N_S=200,N_v=250,S_v=50,%=0,

j=4,i=49,output=1,N_S=201,N_v=250,S_v=49,%=0,

j=4,i=48,output=1,N_S=202,N_v=250,S_v=48,%=0,

j=4,i=47,output=1,N_S=203,N_v=250,S_v=47,%=0,

j=4,i=46,output=1,N_S=204,N_v=250,S_v=46,%=0,

j=4,i=45,output=1,N_S=205,N_v=250,S_v=45,%=0,

j=4,i=44,output=1,N_S=206,N_v=250,S_v=44,%=0,

j=4,i=43,output=1,N_S=207,N_v=250,S_v=43,%=0,

j=4,i=42,output=1,N_S=208,N_v=250,S_v=42,%=0,

j=4,i=41,output=1,N_S=209,N_v=250,S_v=41,%=0,

j=4,i=40,output=1,N_S=210,N_v=250,S_v=40,%=0,

j=4,i=39,output=1,N_S=211,N_v=250,S_v=39,%=0,

j=4,i=38,output=1,N_S=212,N_v=250,S_v=38,%=0,

j=4,i=37,output=1,N_S=213,N_v=250,S_v=37,%=0,

j=4,i=36,output=1,N_S=214,N_v=250,S_v=36,%=0,

j=4,i=35,output=1,N_S=215,N_v=250,S_v=35,%=0,

j=4,i=34,output=1,N_S=216,N_v=250,S_v=34,%=0,

j=4,i=33,output=1,N_S=217,N_v=250,S_v=33,%=0,

j=4,i=32,output=1,N_S=218,N_v=250,S_v=32,%=0,

j=4,i=31,output=1,N_S=219,N_v=250,S_v=31,%=0,

j=4,i=30,output=1,N_S=220,N_v=250,S_v=30,%=0,

j=4,i=29,output=1,N_S=221,N_v=250,S_v=29,%=0,

j=4,i=28,output=1,N_S=222,N_v=250,S_v=28,%=0,

j=4,i=27,output=1,N_S=223,N_v=250,S_v=27,%=0,

j=4,i=26,output=1,N_S=224,N_v=250,S_v=26,%=0,

j=4,i=25,output=1,N_S=225,N_v=250,S_v=25,%=0,

j=4,i=24,output=1,N_S=226,N_v=250,S_v=24,%=0,

j=4,i=23,output=1,N_S=227,N_v=250,S_v=23,%=0,

j=4,i=22,output=1,N_S=228,N_v=250,S_v=22,%=0,

j=4,i=21,output=1,N_S=229,N_v=250,S_v=21,%=0,

j=4,i=20,output=1,N_S=230,N_v=250,S_v=20,%=0,

j=4,i=19,output=1,N_S=231,N_v=250,S_v=19,%=0,

j=4,i=18,output=1,N_S=232,N_v=250,S_v=18,%=0,

j=4,i=17,output=1,N_S=233,N_v=250,S_v=17,%=0,

j=4,i=16,output=1,N_S=234,N_v=250,S_v=16,%=0,

j=4,i=15,output=1,N_S=235,N_v=250,S_v=15,%=0,

j=4,i=14,output=1,N_S=236,N_v=250,S_v=14,%=0,

j=4,i=13,output=1,N_S=237,N_v=250,S_v=13,%=0,

j=4,i=12,output=1,N_S=238,N_v=250,S_v=12,%=0,

j=4,i=11,output=1,N_S=239,N_v=250,S_v=11,%=0,

j=4,i=10,output=1,N_S=240,N_v=250,S_v=10,%=0,

j=4,i=9,output=1,N_S=241,N_v=250,S_v=9,%=0,

j=4,i=8,output=1,N_S=242,N_v=250,S_v=8,%=0,

j=4,i=7,output=1,N_S=243,N_v=250,S_v=7,%=0,

j=4,i=6,output=1,N_S=244,N_v=250,S_v=6,%=0,

j=4,i=5,output=1,N_S=245,N_v=250,S_v=5,%=0,

j=4,i=4,output=1,N_S=246,N_v=250,S_v=4,%=0,

j=4,i=3,output=1,N_S=247,N_v=250,S_v=3,%=0,

j=4,i=2,output=1,N_S=248,N_v=250,S_v=2,%=0,

j=4,i=1,output=1,N_S=249,N_v=250,S_v=1,%=0,

j=5,i=0,output=1,N_S=250,N_v=250,S_v=0,%=0,

j=5,i=1,output=1,N_S=250,N_v=250,S_v=0,%=0.004,

j=5,i=2,output=1,N_S=250,N_v=250,S_v=0,%=0.008,

j=5,i=3,output=1,N_S=250,N_v=250,S_v=0,%=0.012,

j=5,i=4,output=1,N_S=250,N_v=250,S_v=0,%=0.016,

j=5,i=5,output=1,N_S=250,N_v=250,S_v=0,%=0.02,

j=5,i=6,output=1,N_S=250,N_v=250,S_v=0,%=0.024,

j=5,i=7,output=1,N_S=250,N_v=250,S_v=0,%=0.028,

j=5,i=8,output=1,N_S=250,N_v=250,S_v=0,%=0.032,

j=5,i=9,output=1,N_S=250,N_v=250,S_v=0,%=0.036,

j=5,i=10,output=1,N_S=250,N_v=250,S_v=0,%=0.04,

j=5,i=11,output=1,N_S=250,N_v=250,S_v=0,%=0.044,

j=5,i=12,output=1,N_S=250,N_v=250,S_v=0,%=0.048,

j=5,i=13,output=1,N_S=250,N_v=250,S_v=0,%=0.052,

j=5,i=14,output=1,N_S=250,N_v=250,S_v=0,%=0.056,

j=5,i=15,output=1,N_S=250,N_v=250,S_v=0,%=0.06,

j=5,i=16,output=1,N_S=250,N_v=250,S_v=0,%=0.064,

j=5,i=17,output=1,N_S=250,N_v=250,S_v=0,%=0.068,

j=5,i=18,output=1,N_S=250,N_v=250,S_v=0,%=0.072,

j=5,i=19,output=1,N_S=250,N_v=250,S_v=0,%=0.076,

j=5,i=20,output=1,N_S=250,N_v=250,S_v=0,%=0.08,

j=5,i=21,output=1,N_S=250,N_v=250,S_v=0,%=0.084,

j=5,i=22,output=1,N_S=250,N_v=250,S_v=0,%=0.088,

j=5,i=23,output=1,N_S=250,N_v=250,S_v=0,%=0.092,

j=5,i=24,output=1,N_S=250,N_v=250,S_v=0,%=0.096,

j=5,i=25,output=1,N_S=250,N_v=250,S_v=0,%=0.1,

j=5,i=26,output=1,N_S=250,N_v=250,S_v=0,%=0.104,

j=5,i=27,output=1,N_S=250,N_v=250,S_v=0,%=0.108,

j=5,i=28,output=1,N_S=250,N_v=250,S_v=0,%=0.112,

j=5,i=29,output=1,N_S=250,N_v=250,S_v=0,%=0.116,

j=5,i=30,output=1,N_S=250,N_v=250,S_v=0,%=0.12,

j=5,i=31,output=1,N_S=250,N_v=250,S_v=0,%=0.124,

j=5,i=32,output=1,N_S=250,N_v=250,S_v=0,%=0.128,

j=5,i=33,output=1,N_S=250,N_v=250,S_v=0,%=0.132,

j=5,i=34,output=1,N_S=250,N_v=250,S_v=0,%=0.136,

j=5,i=35,output=1,N_S=250,N_v=250,S_v=0,%=0.14,

j=5,i=36,output=1,N_S=250,N_v=250,S_v=0,%=0.144,

j=5,i=37,output=1,N_S=250,N_v=250,S_v=0,%=0.148,

j=5,i=38,output=1,N_S=250,N_v=250,S_v=0,%=0.152,

j=5,i=39,output=1,N_S=250,N_v=250,S_v=0,%=0.156,

j=5,i=40,output=1,N_S=250,N_v=250,S_v=0,%=0.16,

j=5,i=41,output=1,N_S=250,N_v=250,S_v=0,%=0.164,

j=5,i=42,output=1,N_S=250,N_v=250,S_v=0,%=0.168,

j=5,i=43,output=1,N_S=250,N_v=250,S_v=0,%=0.172,

j=5,i=44,output=1,N_S=250,N_v=250,S_v=0,%=0.176,

j=5,i=45,output=1,N_S=250,N_v=250,S_v=0,%=0.18,

j=5,i=46,output=1,N_S=250,N_v=250,S_v=0,%=0.184,

j=5,i=47,output=1,N_S=250,N_v=250,S_v=0,%=0.188,

j=5,i=48,output=1,N_S=250,N_v=250,S_v=0,%=0.192,

j=5,i=49,output=1,N_S=250,N_v=250,S_v=0,%=0.196,

j=5,i=50,output=1,N_S=250,N_v=250,S_v=0,%=0.2,

j=5,i=51,output=1,N_S=250,N_v=250,S_v=0,%=0.204,

j=5,i=52,output=1,N_S=250,N_v=250,S_v=0,%=0.208,

j=5,i=53,output=1,N_S=250,N_v=250,S_v=0,%=0.212,

j=5,i=54,output=1,N_S=250,N_v=250,S_v=0,%=0.216,

j=5,i=55,output=1,N_S=250,N_v=250,S_v=0,%=0.22,

j=5,i=56,output=1,N_S=250,N_v=250,S_v=0,%=0.224,

j=5,i=57,output=1,N_S=250,N_v=250,S_v=0,%=0.228,

j=5,i=58,output=1,N_S=250,N_v=250,S_v=0,%=0.232,

j=5,i=59,output=1,N_S=250,N_v=250,S_v=0,%=0.236,

j=5,i=60,output=1,N_S=250,N_v=250,S_v=0,%=0.24,

j=5,i=61,output=1,N_S=250,N_v=250,S_v=0,%=0.244,

j=5,i=62,output=1,N_S=250,N_v=250,S_v=0,%=0.248,

j=5,i=63,output=1,N_S=250,N_v=250,S_v=0,%=0.252,

j=5,i=64,output=1,N_S=250,N_v=250,S_v=0,%=0.256,

j=5,i=65,output=1,N_S=250,N_v=250,S_v=0,%=0.26,

j=5,i=66,output=1,N_S=250,N_v=250,S_v=0,%=0.264,

j=5,i=67,output=1,N_S=250,N_v=250,S_v=0,%=0.268,

j=5,i=68,output=1,N_S=250,N_v=250,S_v=0,%=0.272,

j=5,i=69,output=1,N_S=250,N_v=250,S_v=0,%=0.276,

j=5,i=70,output=1,N_S=250,N_v=250,S_v=0,%=0.28,

j=5,i=71,output=1,N_S=250,N_v=250,S_v=0,%=0.284,

j=5,i=72,output=1,N_S=250,N_v=250,S_v=0,%=0.288,

j=5,i=73,output=1,N_S=250,N_v=250,S_v=0,%=0.292,

j=5,i=74,output=1,N_S=250,N_v=250,S_v=0,%=0.296,

j=5,i=75,output=1,N_S=250,N_v=250,S_v=0,%=0.3,

j=5,i=76,output=1,N_S=250,N_v=250,S_v=0,%=0.304,

j=5,i=77,output=1,N_S=250,N_v=250,S_v=0,%=0.308,

j=5,i=78,output=1,N_S=250,N_v=250,S_v=0,%=0.312,

j=5,i=79,output=1,N_S=250,N_v=250,S_v=0,%=0.316,

j=5,i=80,output=1,N_S=250,N_v=250,S_v=0,%=0.32,

j=5,i=81,output=1,N_S=250,N_v=250,S_v=0,%=0.324,

j=5,i=82,output=1,N_S=250,N_v=250,S_v=0,%=0.328,

j=5,i=83,output=4,N_S=250,N_v=250,S_v=0,%=0.332,

j=5,i=84,output=4,N_S=250,N_v=250,S_v=0,%=0.336,

j=5,i=85,output=4,N_S=250,N_v=250,S_v=0,%=0.34,

j=5,i=86,output=4,N_S=250,N_v=250,S_v=0,%=0.344,

j=5,i=87,output=4,N_S=250,N_v=250,S_v=0,%=0.348,

j=5,i=88,output=4,N_S=250,N_v=250,S_v=0,%=0.352,

j=5,i=89,output=4,N_S=250,N_v=250,S_v=0,%=0.356,

j=5,i=90,output=4,N_S=250,N_v=250,S_v=0,%=0.36,

j=5,i=91,output=4,N_S=250,N_v=250,S_v=0,%=0.364,

j=5,i=92,output=4,N_S=250,N_v=250,S_v=0,%=0.368,

j=5,i=93,output=4,N_S=250,N_v=250,S_v=0,%=0.372,

j=5,i=94,output=4,N_S=250,N_v=250,S_v=0,%=0.376,

j=5,i=95,output=4,N_S=250,N_v=250,S_v=0,%=0.38,

j=5,i=96,output=4,N_S=250,N_v=250,S_v=0,%=0.384,

j=5,i=97,output=4,N_S=250,N_v=250,S_v=0,%=0.388,

j=5,i=98,output=4,N_S=250,N_v=250,S_v=0,%=0.392,

j=5,i=99,output=4,N_S=250,N_v=250,S_v=0,%=0.396,

j=5,i=100,output=4,N_S=250,N_v=250,S_v=0,%=0.4,

j=5,i=101,output=4,N_S=250,N_v=250,S_v=0,%=0.404,

j=5,i=102,output=4,N_S=250,N_v=250,S_v=0,%=0.408,

j=5,i=103,output=4,N_S=250,N_v=250,S_v=0,%=0.412,

j=5,i=104,output=4,N_S=250,N_v=250,S_v=0,%=0.416,

j=5,i=105,output=4,N_S=250,N_v=250,S_v=0,%=0.42,

j=5,i=106,output=4,N_S=250,N_v=250,S_v=0,%=0.424,

j=5,i=107,output=4,N_S=250,N_v=250,S_v=0,%=0.428,

j=5,i=108,output=4,N_S=250,N_v=250,S_v=0,%=0.432,

j=5,i=109,output=4,N_S=250,N_v=250,S_v=0,%=0.436,

j=5,i=110,output=4,N_S=250,N_v=250,S_v=0,%=0.44,

j=5,i=111,output=4,N_S=250,N_v=250,S_v=0,%=0.444,

j=5,i=112,output=4,N_S=250,N_v=250,S_v=0,%=0.448,

j=5,i=113,output=4,N_S=250,N_v=250,S_v=0,%=0.452,

j=5,i=114,output=4,N_S=250,N_v=250,S_v=0,%=0.456,

j=5,i=115,output=4,N_S=250,N_v=250,S_v=0,%=0.46,

j=5,i=116,output=4,N_S=250,N_v=250,S_v=0,%=0.464,

j=5,i=117,output=4,N_S=250,N_v=250,S_v=0,%=0.468,

j=5,i=118,output=4,N_S=250,N_v=250,S_v=0,%=0.472,

j=5,i=119,output=4,N_S=250,N_v=250,S_v=0,%=0.476,

j=5,i=120,output=4,N_S=250,N_v=250,S_v=0,%=0.48,

j=5,i=121,output=4,N_S=250,N_v=250,S_v=0,%=0.484,

j=5,i=122,output=4,N_S=250,N_v=250,S_v=0,%=0.488,

j=5,i=123,output=4,N_S=250,N_v=250,S_v=0,%=0.492,

j=5,i=124,output=4,N_S=250,N_v=250,S_v=0,%=0.496,

j=5,i=125,output=4,N_S=250,N_v=250,S_v=0,%=0.5,

j=5,i=126,output=4,N_S=250,N_v=250,S_v=0,%=0.504,

j=5,i=127,output=4,N_S=250,N_v=250,S_v=0,%=0.508,

j=5,i=128,output=4,N_S=250,N_v=250,S_v=0,%=0.512,

j=5,i=129,output=4,N_S=250,N_v=250,S_v=0,%=0.516,

j=5,i=130,output=4,N_S=250,N_v=250,S_v=0,%=0.52,

j=5,i=131,output=4,N_S=250,N_v=250,S_v=0,%=0.524,

j=5,i=132,output=4,N_S=250,N_v=250,S_v=0,%=0.528,

j=5,i=133,output=4,N_S=250,N_v=250,S_v=0,%=0.532,

j=5,i=134,output=4,N_S=250,N_v=250,S_v=0,%=0.536,

j=5,i=135,output=4,N_S=250,N_v=250,S_v=0,%=0.54,

j=5,i=136,output=4,N_S=250,N_v=250,S_v=0,%=0.544,

j=5,i=137,output=4,N_S=250,N_v=250,S_v=0,%=0.548,

j=5,i=138,output=4,N_S=250,N_v=250,S_v=0,%=0.552,

j=5,i=139,output=4,N_S=250,N_v=250,S_v=0,%=0.556,

j=5,i=140,output=4,N_S=250,N_v=250,S_v=0,%=0.56,

j=5,i=141,output=4,N_S=250,N_v=250,S_v=0,%=0.564,

j=5,i=142,output=4,N_S=250,N_v=250,S_v=0,%=0.568,

j=5,i=143,output=4,N_S=250,N_v=250,S_v=0,%=0.572,

j=5,i=144,output=4,N_S=250,N_v=250,S_v=0,%=0.576,

j=5,i=145,output=4,N_S=250,N_v=250,S_v=0,%=0.58,

j=5,i=146,output=4,N_S=250,N_v=250,S_v=0,%=0.584,

j=5,i=147,output=4,N_S=250,N_v=250,S_v=0,%=0.588,

j=5,i=148,output=4,N_S=250,N_v=250,S_v=0,%=0.592,

j=5,i=149,output=4,N_S=250,N_v=250,S_v=0,%=0.596,

j=5,i=150,output=4,N_S=250,N_v=250,S_v=0,%=0.6,

j=5,i=151,output=4,N_S=250,N_v=250,S_v=0,%=0.604,

j=5,i=152,output=4,N_S=250,N_v=250,S_v=0,%=0.608,

j=5,i=153,output=4,N_S=250,N_v=250,S_v=0,%=0.612,

j=5,i=154,output=4,N_S=250,N_v=250,S_v=0,%=0.616,

j=5,i=155,output=4,N_S=250,N_v=250,S_v=0,%=0.62,

j=5,i=156,output=4,N_S=250,N_v=250,S_v=0,%=0.624,

j=5,i=157,output=4,N_S=250,N_v=250,S_v=0,%=0.628,

j=5,i=158,output=4,N_S=250,N_v=250,S_v=0,%=0.632,

j=5,i=159,output=4,N_S=250,N_v=250,S_v=0,%=0.636,

j=5,i=160,output=4,N_S=250,N_v=250,S_v=0,%=0.64,

j=5,i=161,output=4,N_S=250,N_v=250,S_v=0,%=0.644,

j=5,i=162,output=4,N_S=250,N_v=250,S_v=0,%=0.648,

j=5,i=163,output=4,N_S=250,N_v=250,S_v=0,%=0.652,

j=5,i=164,output=4,N_S=250,N_v=250,S_v=0,%=0.656,

j=5,i=165,output=4,N_S=250,N_v=250,S_v=0,%=0.66,

j=5,i=166,output=4,N_S=250,N_v=250,S_v=0,%=0.664,

j=5,i=167,output=4,N_S=250,N_v=250,S_v=0,%=0.668,

j=5,i=168,output=20,N_S=250,N_v=168,S_v=0,%=0.672,

j=5,i=169,output=2,N_S=169,N_v=169,S_v=0,%=1,

j=5,i=170,output=2,N_S=170,N_v=170,S_v=0,%=1,

j=5,i=171,output=2,N_S=171,N_v=171,S_v=0,%=1,

j=5,i=172,output=2,N_S=172,N_v=172,S_v=0,%=1,

j=5,i=173,output=2,N_S=173,N_v=173,S_v=0,%=1,

j=5,i=174,output=2,N_S=174,N_v=174,S_v=0,%=1,

j=5,i=175,output=2,N_S=175,N_v=175,S_v=0,%=1,

j=5,i=176,output=2,N_S=176,N_v=176,S_v=0,%=1,

j=5,i=177,output=2,N_S=177,N_v=177,S_v=0,%=1,

j=5,i=178,output=2,N_S=178,N_v=178,S_v=0,%=1,

j=5,i=179,output=2,N_S=179,N_v=179,S_v=0,%=1,

j=5,i=180,output=2,N_S=180,N_v=180,S_v=0,%=1,

j=5,i=181,output=2,N_S=181,N_v=181,S_v=0,%=1,

j=5,i=182,output=2,N_S=182,N_v=182,S_v=0,%=1,

j=5,i=183,output=2,N_S=183,N_v=183,S_v=0,%=1,

j=5,i=184,output=2,N_S=184,N_v=184,S_v=0,%=1,

j=5,i=185,output=2,N_S=185,N_v=185,S_v=0,%=1,

j=5,i=186,output=2,N_S=186,N_v=186,S_v=0,%=1,

j=5,i=187,output=2,N_S=187,N_v=187,S_v=0,%=1,

j=5,i=188,output=2,N_S=188,N_v=188,S_v=0,%=1,

j=5,i=189,output=2,N_S=189,N_v=189,S_v=0,%=1,

j=5,i=190,output=2,N_S=190,N_v=190,S_v=0,%=1,

j=5,i=191,output=2,N_S=191,N_v=191,S_v=0,%=1,

j=5,i=192,output=2,N_S=192,N_v=192,S_v=0,%=1,

j=5,i=193,output=2,N_S=193,N_v=193,S_v=0,%=1,

j=5,i=194,output=2,N_S=194,N_v=194,S_v=0,%=1,

j=5,i=195,output=2,N_S=195,N_v=195,S_v=0,%=1,

j=5,i=196,output=2,N_S=196,N_v=196,S_v=0,%=1,

j=5,i=197,output=2,N_S=197,N_v=197,S_v=0,%=1,

j=5,i=198,output=2,N_S=198,N_v=198,S_v=0,%=1,

j=5,i=199,output=2,N_S=199,N_v=199,S_v=0,%=1,

j=6,i=200,output=2,N_S=200,N_v=200,S_v=0,%=1,

j=6,i=199,output=2,N_S=200,N_v=200,S_v=0,%=0.995,

j=6,i=198,output=2,N_S=200,N_v=200,S_v=0,%=0.99,

j=6,i=197,output=2,N_S=200,N_v=200,S_v=0,%=0.985,

j=6,i=196,output=2,N_S=200,N_v=200,S_v=0,%=0.98,

j=6,i=195,output=2,N_S=200,N_v=200,S_v=0,%=0.975,

j=6,i=194,output=2,N_S=200,N_v=200,S_v=0,%=0.97,

j=6,i=193,output=2,N_S=200,N_v=200,S_v=0,%=0.965,

j=6,i=192,output=2,N_S=200,N_v=200,S_v=0,%=0.96,

j=6,i=191,output=2,N_S=200,N_v=200,S_v=0,%=0.955,

j=6,i=190,output=2,N_S=200,N_v=200,S_v=0,%=0.95,

j=6,i=189,output=2,N_S=200,N_v=200,S_v=0,%=0.945,

j=6,i=188,output=2,N_S=200,N_v=200,S_v=0,%=0.94,

j=6,i=187,output=2,N_S=200,N_v=200,S_v=0,%=0.935,

j=6,i=186,output=2,N_S=200,N_v=200,S_v=0,%=0.93,

j=6,i=185,output=2,N_S=200,N_v=200,S_v=0,%=0.925,

j=6,i=184,output=2,N_S=200,N_v=200,S_v=0,%=0.92,

j=6,i=183,output=2,N_S=200,N_v=200,S_v=0,%=0.915,

j=6,i=182,output=2,N_S=200,N_v=200,S_v=0,%=0.91,

j=6,i=181,output=2,N_S=200,N_v=200,S_v=0,%=0.905,

j=6,i=180,output=2,N_S=200,N_v=200,S_v=0,%=0.9,

j=6,i=179,output=2,N_S=200,N_v=200,S_v=0,%=0.895,

j=6,i=178,output=2,N_S=200,N_v=200,S_v=0,%=0.89,

j=6,i=177,output=2,N_S=200,N_v=200,S_v=0,%=0.885,

j=6,i=176,output=2,N_S=200,N_v=200,S_v=0,%=0.88,

j=6,i=175,output=2,N_S=200,N_v=200,S_v=0,%=0.875,

j=6,i=174,output=2,N_S=200,N_v=200,S_v=0,%=0.87,

j=6,i=173,output=2,N_S=200,N_v=200,S_v=0,%=0.865,

j=6,i=172,output=2,N_S=200,N_v=200,S_v=0,%=0.86,

j=6,i=171,output=2,N_S=200,N_v=200,S_v=0,%=0.855,

j=6,i=170,output=2,N_S=200,N_v=200,S_v=0,%=0.85,

j=6,i=169,output=2,N_S=200,N_v=200,S_v=0,%=0.845,

j=6,i=168,output=2,N_S=200,N_v=200,S_v=0,%=0.84,

j=6,i=167,output=2,N_S=200,N_v=200,S_v=0,%=0.835,

j=6,i=166,output=2,N_S=200,N_v=200,S_v=0,%=0.83,

j=6,i=165,output=2,N_S=200,N_v=200,S_v=0,%=0.825,

j=6,i=164,output=2,N_S=200,N_v=200,S_v=0,%=0.82,

j=6,i=163,output=2,N_S=200,N_v=200,S_v=0,%=0.815,

j=6,i=162,output=2,N_S=200,N_v=200,S_v=0,%=0.81,

j=6,i=161,output=2,N_S=200,N_v=200,S_v=0,%=0.805,

j=6,i=160,output=2,N_S=200,N_v=200,S_v=0,%=0.8,

j=6,i=159,output=2,N_S=200,N_v=200,S_v=0,%=0.795,

j=6,i=158,output=2,N_S=200,N_v=200,S_v=0,%=0.79,

j=6,i=157,output=2,N_S=200,N_v=200,S_v=0,%=0.785,

j=6,i=156,output=2,N_S=200,N_v=200,S_v=0,%=0.78,

j=6,i=155,output=2,N_S=200,N_v=200,S_v=0,%=0.775,

j=6,i=154,output=2,N_S=200,N_v=200,S_v=0,%=0.77,

j=6,i=153,output=2,N_S=200,N_v=200,S_v=0,%=0.765,

j=6,i=152,output=2,N_S=200,N_v=200,S_v=0,%=0.76,

j=6,i=151,output=2,N_S=200,N_v=200,S_v=0,%=0.755,

j=6,i=150,output=2,N_S=200,N_v=200,S_v=0,%=0.75,

j=6,i=149,output=2,N_S=200,N_v=200,S_v=0,%=0.745,

j=6,i=148,output=2,N_S=200,N_v=200,S_v=0,%=0.74,

j=6,i=147,output=2,N_S=200,N_v=200,S_v=0,%=0.735,

j=6,i=146,output=2,N_S=200,N_v=200,S_v=0,%=0.73,

j=6,i=145,output=2,N_S=200,N_v=200,S_v=0,%=0.725,

j=6,i=144,output=2,N_S=200,N_v=200,S_v=0,%=0.72,

j=6,i=143,output=2,N_S=200,N_v=200,S_v=0,%=0.715,

j=6,i=142,output=2,N_S=200,N_v=200,S_v=0,%=0.71,

j=6,i=141,output=2,N_S=200,N_v=200,S_v=0,%=0.705,

j=6,i=140,output=2,N_S=200,N_v=200,S_v=0,%=0.7,

j=6,i=139,output=2,N_S=200,N_v=200,S_v=0,%=0.695,

j=6,i=138,output=2,N_S=200,N_v=200,S_v=0,%=0.69,

j=6,i=137,output=2,N_S=200,N_v=200,S_v=0,%=0.685,

j=6,i=136,output=2,N_S=200,N_v=200,S_v=0,%=0.68,

j=6,i=135,output=2,N_S=200,N_v=200,S_v=0,%=0.675,

j=6,i=134,output=4,N_S=200,N_v=200,S_v=0,%=0.67,

j=6,i=133,output=4,N_S=200,N_v=200,S_v=0,%=0.665,

j=6,i=132,output=4,N_S=200,N_v=200,S_v=0,%=0.66,

j=6,i=131,output=4,N_S=200,N_v=200,S_v=0,%=0.655,

j=6,i=130,output=4,N_S=200,N_v=200,S_v=0,%=0.65,

j=6,i=129,output=4,N_S=200,N_v=200,S_v=0,%=0.645,

j=6,i=128,output=4,N_S=200,N_v=200,S_v=0,%=0.64,

j=6,i=127,output=4,N_S=200,N_v=200,S_v=0,%=0.635,

j=6,i=126,output=4,N_S=200,N_v=200,S_v=0,%=0.63,

j=6,i=125,output=4,N_S=200,N_v=200,S_v=0,%=0.625,

j=6,i=124,output=4,N_S=200,N_v=200,S_v=0,%=0.62,

j=6,i=123,output=4,N_S=200,N_v=200,S_v=0,%=0.615,

j=6,i=122,output=4,N_S=200,N_v=200,S_v=0,%=0.61,

j=6,i=121,output=4,N_S=200,N_v=200,S_v=0,%=0.605,

j=6,i=120,output=4,N_S=200,N_v=200,S_v=0,%=0.6,

j=6,i=119,output=4,N_S=200,N_v=200,S_v=0,%=0.595,

j=6,i=118,output=4,N_S=200,N_v=200,S_v=0,%=0.59,

j=6,i=117,output=4,N_S=200,N_v=200,S_v=0,%=0.585,

j=6,i=116,output=4,N_S=200,N_v=200,S_v=0,%=0.58,

j=6,i=115,output=4,N_S=200,N_v=200,S_v=0,%=0.575,

j=6,i=114,output=4,N_S=200,N_v=200,S_v=0,%=0.57,

j=6,i=113,output=4,N_S=200,N_v=200,S_v=0,%=0.565,

j=6,i=112,output=4,N_S=200,N_v=200,S_v=0,%=0.56,

j=6,i=111,output=4,N_S=200,N_v=200,S_v=0,%=0.555,

j=6,i=110,output=4,N_S=200,N_v=200,S_v=0,%=0.55,

j=6,i=109,output=4,N_S=200,N_v=200,S_v=0,%=0.545,

j=6,i=108,output=4,N_S=200,N_v=200,S_v=0,%=0.54,

j=6,i=107,output=4,N_S=200,N_v=200,S_v=0,%=0.535,

j=6,i=106,output=4,N_S=200,N_v=200,S_v=0,%=0.53,

j=6,i=105,output=4,N_S=200,N_v=200,S_v=0,%=0.525,

j=6,i=104,output=4,N_S=200,N_v=200,S_v=0,%=0.52,

j=6,i=103,output=4,N_S=200,N_v=200,S_v=0,%=0.515,

j=6,i=102,output=4,N_S=200,N_v=200,S_v=0,%=0.51,

j=6,i=101,output=4,N_S=200,N_v=200,S_v=0,%=0.505,

j=6,i=100,output=4,N_S=200,N_v=200,S_v=0,%=0.5,

j=6,i=99,output=4,N_S=200,N_v=200,S_v=0,%=0.495,

j=6,i=98,output=4,N_S=200,N_v=200,S_v=0,%=0.49,

j=6,i=97,output=4,N_S=200,N_v=200,S_v=0,%=0.485,

j=6,i=96,output=4,N_S=200,N_v=200,S_v=0,%=0.48,

j=6,i=95,output=4,N_S=200,N_v=200,S_v=0,%=0.475,

j=6,i=94,output=4,N_S=200,N_v=200,S_v=0,%=0.47,

j=6,i=93,output=4,N_S=200,N_v=200,S_v=0,%=0.465,

j=6,i=92,output=4,N_S=200,N_v=200,S_v=0,%=0.46,

j=6,i=91,output=4,N_S=200,N_v=200,S_v=0,%=0.455,

j=6,i=90,output=4,N_S=200,N_v=200,S_v=0,%=0.45,

j=6,i=89,output=4,N_S=200,N_v=200,S_v=0,%=0.445,

j=6,i=88,output=4,N_S=200,N_v=200,S_v=0,%=0.44,

j=6,i=87,output=4,N_S=200,N_v=200,S_v=0,%=0.435,

j=6,i=86,output=4,N_S=200,N_v=200,S_v=0,%=0.43,

j=6,i=85,output=4,N_S=200,N_v=200,S_v=0,%=0.425,

j=6,i=84,output=4,N_S=200,N_v=200,S_v=0,%=0.42,

j=6,i=83,output=4,N_S=200,N_v=200,S_v=0,%=0.415,

